Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
first day back on the job,"[0, 1, 0, 0, 0, 0, 0]",fear,26,6
when the person i am having the affair with will not talk to me in public,"[0, 0, 1, 0, 0, 0, 0]",anger,70,14
my roommate sister committed suicide,"[0, 0, 0, 1, 0, 0, 0]",sadness,39,5
when i was getting so fat,"[0, 0, 0, 0, 1, 0, 0]",disgust,26,6
lying to my grandparents about visiting my boyfriend in chico,"[0, 0, 0, 0, 0, 1, 0]",shame,62,10
having an affair with my good friend best friend and every time i see my best friend i feel guilt because we cannot tell him,"[0, 0, 0, 0, 0, 0, 1]",guilt,127,25
when fell in love with my present girlfriend,"[1, 0, 0, 0, 0, 0, 0]",joy,46,8
when there was a bomb threat in tolman hall this was the first time that i felt my life could be in danger,"[0, 1, 0, 0, 0, 0, 0]",fear,108,23
when people would tell me that my ex girlfriend was playing around on me,"[0, 0, 1, 0, 0, 0, 0]",anger,73,13
when my grandmother passed away,"[0, 0, 0, 1, 0, 0, 0]",sadness,32,5
when i study my butt off for a midterm and still get an average grade,"[0, 0, 0, 0, 1, 0, 0]",disgust,70,15
when i was NUM i got busted for stealing a candy bar,"[0, 0, 0, 0, 0, 1, 0]",shame,53,11
when i copy someone else problem set,"[0, 0, 0, 0, 0, 0, 1]",guilt,39,7
i got a very good grade on one of my midterms a few weeks ago,"[1, 0, 0, 0, 0, 0, 0]",joy,62,15
my mom called early in the morning on a monday and i had just seen her that weekend i could not understand what could be so important as to make her call at such a strange hour i missed the call and had to call her back that afternoon,"[0, 1, 0, 0, 0, 0, 0]",fear,238,48
my peers did not want me to meet someone during rush for fear that i would give her a bad outlook on our sororoty house i should not have seen this but they blew and i did,"[0, 0, 1, 0, 0, 0, 0]",anger,172,35
i was told that a friend of a friend committed suicide,"[0, 0, 0, 1, 0, 0, 0]",sadness,55,11
doing poorly on a midterm,"[0, 0, 0, 0, 1, 0, 0]",disgust,26,5
my boat did not win a race which we were favored to win,"[0, 0, 0, 0, 0, 1, 0]",shame,55,12
sleeping through crew practice one monday morning,"[0, 0, 0, 0, 0, 0, 1]",guilt,50,7
when i had achieved a goal indirectly i work for cal football and our NUM win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win,"[1, 0, 0, 0, 0, 0, 0]",joy,214,42
upon reading a story on a serial killer by the name of henry lee lucas who has been given the distinction of killing more people that any other man i began to wonder if i should take more care for my safety,"[0, 1, 0, 0, 0, 0, 0]",fear,208,42
i had worked long and hard on a project when a friend inadvertantly destroyed it i could not forgive him for a long time and at times still get angry at him,"[0, 0, 1, 0, 0, 0, 0]",anger,159,32
when a pet died the pet was the closest friend i had for NUM years,"[0, 0, 0, 1, 0, 0, 0]",sadness,67,15
when people press analyze a particular newsworthy item cal football team which i am a member and can only see the situation in a bad light and always put the team down,"[0, 0, 0, 0, 1, 0, 0]",disgust,170,31
recently some friends and i had too much to drink while on a foot ball road trip to usc we trashed our hotel room and i felt ashamed when the maid walked in the next morning,"[0, 0, 0, 0, 0, 1, 0]",shame,176,35
i felt guilty when i mislead a person into thinking he was a close friend when that person was more of a casual acquaintance,"[0, 0, 0, 0, 0, 0, 1]",guilt,125,24
getting my accentance letter from cal,"[1, 0, 0, 0, 0, 0, 0]",joy,38,6
one summer when i was camping with friends they devised and elaborate plan to scare me by having our camp attecked by a wild animal one of them and then convincing the campground was the home of a satanic organization,"[0, 1, 0, 0, 0, 0, 0]",fear,220,40
i went out dancing and found my boyfriend kissing another girl,"[0, 0, 1, 0, 0, 0, 0]",anger,63,11
at the end of my senior yr in high school i found out that a friend of mine i knew had cancer had been diagnosed as terminally ill,"[0, 0, 0, 1, 0, 0, 0]",sadness,132,28
sitting in the dorm when the guys were verbally reading letters in penthouse,"[0, 0, 0, 0, 1, 0, 0]",disgust,77,13
i slipped on butter one evening in the dining commons landed on my rear causing my tray also to land on the floor,"[0, 0, 0, 0, 0, 1, 0]",shame,114,23
a person i was attracted to walked me home in the rain and got sick,"[0, 0, 0, 0, 0, 0, 1]",guilt,68,15
today i did a lot better on my architecture project than i expected,"[1, 0, 0, 0, 0, 0, 0]",joy,68,13
when i was little i lost control of my bike and started to go into a buay intersection but my neighbor stopped me just in time,"[0, 1, 0, 0, 0, 0, 0]",fear,127,26
this summer i got into a fight with one of our patrons at a theatre he hit me and i hit him and her friend he hit my friend and we all hit eachother,"[0, 0, 1, 0, 0, 0, 0]",anger,153,34
this monday i took a math 1bs test and flunked for the second time,"[0, 0, 0, 1, 0, 0, 0]",sadness,67,14
when i found out the cia was mining nicaraguan harbors,"[0, 0, 0, 0, 1, 0, 0]",disgust,55,10
a month ago i turned in an english paper in late after i had already had a previous paper late and promised not to do it again,"[0, 0, 0, 0, 0, 1, 0]",shame,127,27
i forgot my mother and sister birthdays they fall on the same day,"[0, 0, 0, 0, 0, 0, 1]",guilt,72,13
when i received a letter of acceptance to cal,"[1, 0, 0, 0, 0, 0, 0]",joy,46,9
a time when i was very afraid of something was when i broke my father antique lamp,"[0, 1, 0, 0, 0, 0, 0]",fear,85,17
when someone told a secret i told them not to tell,"[0, 0, 1, 0, 0, 0, 0]",anger,51,11
when my mother was very sick and almost died,"[0, 0, 0, 1, 0, 0, 0]",sadness,45,9
when i saw president reagan get elected,"[0, 0, 0, 0, 1, 0, 0]",disgust,40,7
when i failed some tests my first year at cal,"[0, 0, 0, 0, 0, 1, 0]",shame,46,10
when i stole something,"[0, 0, 0, 0, 0, 0, 1]",guilt,23,4
i gave my mom a gift she wanted for years i raflected her joy,"[1, 0, 0, 0, 0, 0, 0]",joy,63,14
walking through campus at night a squirrel jumped in front of me,"[0, 1, 0, 0, 0, 0, 0]",fear,65,12
after a long trip in my dad van without incident i stopped to fill the tank with gas and dented the side of the van against the pole then my cars electrical system would not work when i tried to drive home from his house,"[0, 0, 1, 0, 0, 0, 0]",anger,224,45
at one point in a relationship my boyfriend was seeing an old flame more than me at our confrontation tears were she would,"[0, 0, 0, 1, 0, 0, 0]",sadness,120,22
when a skunk invaded camp,"[0, 0, 0, 0, 1, 0, 0]",disgust,26,5
i made an unkind remark about the ethnicity of some friends without realizing it,"[0, 0, 0, 0, 0, 1, 0]",shame,81,14
i mangled the side of my dad van on a fence i did not realize the extent of the damage until he showed it to me the next day the shock on my face was genuine so a friend interceded with a good excuse which i did not deny i never clarified the situation,"[0, 0, 0, 0, 0, 0, 1]",guilt,258,54
when i finally got a job after days of wondering whether i would be hired or not and counting on the money that it would bring,"[1, 0, 0, 0, 0, 0, 0]",joy,127,26
when i had to walk home in the dark for the first time,"[0, 1, 0, 0, 0, 0, 0]",fear,55,13
a time when as part of my work i was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too the whole trip was a waste,"[0, 0, 1, 0, 0, 0, 0]",anger,253,52
when my boyfriend said he did not want to see me anymore which turned out to be untrue,"[0, 0, 0, 1, 0, 0, 0]",sadness,89,18
when my roommate forgets to flush the toilet,"[0, 0, 0, 0, 1, 0, 0]",disgust,45,8
when i did poorly on a test and i knew that there was not an excuse for not doing better made mistakes i could not believe i made,"[0, 0, 0, 0, 0, 1, 0]",shame,130,27
remembering at the time i did not feel guilt in recent yrs how angry i would get when i was babysitting my new brother and he would not stop crying i did not do anything harmful or shocking but i feel guilty for treating him the way i did especially since i adore him now that is why i spoil him now,"[0, 0, 0, 0, 0, 0, 1]",guilt,305,61
yesterday when i received a b on a history midterm i felt overjoyed after having received c previously,"[1, 0, 0, 0, 0, 0, 0]",joy,106,18
when i began school at uc the pre enrollment the classes and the question of success really scared me,"[0, 1, 0, 0, 0, 0, 0]",fear,104,18
a month ago when one of my fellow workers got a promotion over me it was just a small promotion but recognition was involved,"[0, 0, 1, 0, 0, 0, 0]",anger,126,24
when another fellow worker decided to leave the company we had been very close and we would not be able to work with eachother any longer,"[0, 0, 0, 1, 0, 0, 0]",sadness,139,26
through the media and their presentation of a kidnapped child who was raped,"[0, 0, 0, 0, 1, 0, 0]",disgust,76,13
when i had not been accepted to a college which i dreamed of going to i felt that i had let myself and my parents down,"[0, 0, 0, 0, 0, 1, 0]",shame,120,26
i told my parents or more realistically would not do what they wanted me to do anymore i guess i sort of betrayed them after all they had done for me,"[0, 0, 0, 0, 0, 0, 1]",guilt,153,31
when i drove partially across the country with my father we stopped in a few towns and stayed overnight in motels the joy i got was from the feedom i felt and the real beauty of the country,"[1, 0, 0, 0, 0, 0, 0]",joy,192,38
one day before christmas i went shopping with my brother and his friend we had a good time but on the way home we were almost in an accident because the weather was bad,"[0, 1, 0, 0, 0, 0, 0]",fear,172,34
i cannot remember being truly angry usually it is just disappointment that i feel one situation would be with my brother he and i used to be close but now he seems to be avoiding me,"[0, 0, 1, 0, 0, 0, 0]",anger,183,35
NUM years ago my family decided to move from new york to california from the time we decided to move until the time we left i realized how much my friends cared for me when we left and for a long time after that i was very sad,"[0, 0, 0, 1, 0, 0, 0]",sadness,228,48
once when i was babysitting for some neighbors children i found roaches in ther bathroom i had never seen a roach before but i called my mother to make sure that is what they were and she came over and checked,"[0, 0, 0, 0, 1, 0, 0]",disgust,211,40
the first time i slept at my boyfriends house and had to walk down the hall to the shower in front of his housemates i felt they were judging me,"[0, 0, 0, 0, 0, 1, 0]",shame,146,30
i was at school and afterwards went to work after work i went to see a friend and stayed out late when i got home my mother was awake and i felt guilty,"[0, 0, 0, 0, 0, 0, 1]",guilt,154,33
the last time i had sex,"[1, 0, 0, 0, 0, 0, 0]",joy,24,6
after getting a fail notice for a math class i realized i was not doing very well in school in any subject i began to fear failing a class or two,"[0, 1, 0, 0, 0, 0, 0]",fear,148,31
physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when i went to find her,"[0, 0, 1, 0, 0, 0, 0]",anger,147,29
hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills,"[0, 0, 0, 1, 0, 0, 0]",sadness,103,19
after learning on the news about this man who killed more than NUM women and habitually copulated into their inert bodies,"[0, 0, 0, 0, 1, 0, 0]",disgust,122,21
i had just masterbated with another boy,"[0, 0, 0, 0, 0, 1, 0]",shame,40,7
going out with another girl besides my girlfriend and not telling her,"[0, 0, 0, 0, 0, 0, 1]",guilt,70,12
reading a letter from a close friend who said he missed me and cared for me,"[1, 0, 0, 0, 0, 0, 0]",joy,76,16
going to cal not knowing anyone,"[0, 1, 0, 0, 0, 0, 0]",fear,32,6
when a close friend did not write,"[0, 0, 1, 0, 0, 0, 0]",anger,34,7
leaving high school,"[0, 0, 0, 1, 0, 0, 0]",sadness,20,3
when my roommate came home at NUM in the morning after sleeping with a guy she did not know because she got drunk se has a boyfriend too,"[0, 0, 0, 0, 1, 0, 0]",disgust,139,28
fooling around with this guy i did not know,"[0, 0, 0, 0, 0, 1, 0]",shame,44,9
not noticing my roommates quietness or a sign of discomfort,"[0, 0, 0, 0, 0, 0, 1]",guilt,60,10
i went home and visited with my family and friends,"[1, 0, 0, 0, 0, 0, 0]",joy,51,10
taking a chemistry midterm,"[0, 1, 0, 0, 0, 0, 0]",fear,27,4
while i was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate,"[0, 0, 1, 0, 0, 0, 0]",anger,133,25
i asked a girl out on a date and she said no,"[0, 0, 0, 1, 0, 0, 0]",sadness,45,12
i was playing a sport in an advanced pe class and many of the people were not advanced,"[0, 0, 0, 0, 1, 0, 0]",disgust,87,18
i bought a possible answer to a homework problem which was completely inapplicable to the question due to my not having read about the subject matter,"[0, 0, 0, 0, 0, 1, 0]",shame,150,26
lately i have felt guilty because i am folling behind in my classes and not studying much,"[0, 0, 0, 0, 0, 0, 1]",guilt,87,15
returning to school and rejoining my girlfriend after NUM months of separation from summer,"[1, 0, 0, 0, 0, 0, 0]",joy,89,14
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,"[0, 1, 0, 0, 0, 0, 0]",fear,118,22
i bought a new bed for my apt and it squeaks when you move on it i tried to fix it but could not,"[0, 0, 1, 0, 0, 0, 0]",anger,99,24
finding out that my grandfather had died he lived in england and i had not seen him for NUM years,"[0, 0, 0, 1, 0, 0, 0]",sadness,98,20
cleaning the bathroom of my apt and realizing my roommate who had lived there all summer by himself had never cleaned the place,"[0, 0, 0, 0, 1, 0, 0]",disgust,129,23
doing poorly on an exam that i thought i should do well,"[0, 0, 0, 0, 0, 1, 0]",shame,56,12
criticizing my mother when she refused to drive with the radio on i told her that i thought she was not intelligent enough to cope with the radio,"[0, 0, 0, 0, 0, 0, 1]",guilt,146,27
my boyfriend and i were getting dressed up and putting make up on to go to a halloween party we were dressing up to be two mimes it was very enjoyable and i thought we looked really good it was an accomplishment we were alone in his house,"[1, 0, 0, 0, 0, 0, 0]",joy,243,47
i needed a recommendation for something i decided that the best person to get one from was a professor who i had never talked to before i felt a lot of fear going up after class to ask him to recommend me considering he had never heard my name before but i did,"[0, 1, 0, 0, 0, 0, 0]",fear,264,53
i had been searching for housing for fall at ucb and i was finally offered a place then an ordeal followed first i accepted then refused related to my parents judgment they are paying for me turns out that i was so upset at what my dad said to me that i hung up on him he called back and threatened to cut me off financially and emotionally,"[0, 0, 1, 0, 0, 0, 0]",anger,349,69
we got news that my almost NUM years old brother died while visiting europe of a cerebral hemorhage it finally hit me an hour after we saw his corpse in the coffin it felt like a door between himself and everything had closed and locked forever,"[0, 0, 0, 1, 0, 0, 0]",sadness,248,46
i was reading in the paper the feature on henry lucas who claims to have killed NUM people he was a recreational killer and a necrophiliac and zoophiliac he has raped and beaten many women and killed men too,"[0, 0, 0, 0, 1, 0, 0]",disgust,210,39
the people on my floor last year were very close this year NUM of our best friends live together in an apartment my boyfriend and i dropped by on one of their birthdays and stayed for dinner two other people had already been invited and i felt uncomfortable and unwanted then i realized i was the one who always called them and they rarely call me,"[0, 0, 0, 0, 0, 1, 0]",shame,350,66
i was talking to my mom on the phone and she told me that she had just gotten an award that day in front of all these people and she asked me if i wanted her to send me the article in the temple newsletter to me i said no very quickly and felt guilty for not being more interested and hurting her feelings,"[0, 0, 0, 0, 0, 0, 1]",guilt,307,64
when i found our my mother did not have cancer,"[1, 0, 0, 0, 0, 0, 0]",joy,46,9
i was alone and someone tried to break in from our back door,"[0, 1, 0, 0, 0, 0, 0]",fear,61,13
when some friends betrayed my friendship,"[0, 0, 1, 0, 0, 0, 0]",anger,41,6
when i did bad on a chamistry midterm which i could have done well,"[0, 0, 0, 1, 0, 0, 0]",sadness,67,14
when an employer of my younger sister NUM yrs made a pass at her,"[0, 0, 0, 0, 1, 0, 0]",disgust,70,14
defying my parents and staying out all night when i was not supposed to,"[0, 0, 0, 0, 0, 1, 0]",shame,71,13
yelled at my parents for not buying me a car like other parents,"[0, 0, 0, 0, 0, 0, 1]",guilt,64,13
riding home from school after completing two midterms in two days and feeling i did well on them,"[1, 0, 0, 0, 0, 0, 0]",joy,98,18
occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,"[0, 1, 0, 0, 0, 0, 0]",fear,121,22
argument with roommate over a lock he had put on kitchen cupboard without telling anyone,"[0, 0, 1, 0, 0, 0, 0]",anger,89,15
day time robbery of our house,"[0, 0, 0, 1, 0, 0, 0]",sadness,30,6
robbery mentioned under sadness,"[0, 0, 0, 0, 1, 0, 0]",disgust,32,4
caught lying to my father about a speeding ticket i had received,"[0, 0, 0, 0, 0, 1, 0]",shame,65,12
getting a friend an open container ticket because i got caught speeding,"[0, 0, 0, 0, 0, 0, 1]",guilt,72,12
when i found out i got accepted to berkeley,"[1, 0, 0, 0, 0, 0, 0]",joy,44,9
before i moved away from home i feared leaving,"[0, 1, 0, 0, 0, 0, 0]",fear,48,9
when a friend carelessly broke and object in my parent house and did not apologize or pay or anything,"[0, 0, 1, 0, 0, 0, 0]",anger,106,19
i felt sadness when my grandfather died,"[0, 0, 0, 1, 0, 0, 0]",sadness,40,7
this person i know lied about how much income his parents made and received money through grants which he did not need another person is barely making it did not lie and did not receive enough money,"[0, 0, 0, 0, 1, 0, 0]",disgust,202,37
after a big fight with my parents,"[0, 0, 0, 0, 0, 1, 0]",shame,34,7
i forgot about a close relatives birthday,"[0, 0, 0, 0, 0, 0, 1]",guilt,44,7
on my birthday my closest friends were here at berkeley pithched in a lot of money each and bought me ten records to replace some of my records that were stolen they threw a small surprise party for me too,"[1, 0, 0, 0, 0, 0, 0]",joy,208,40
while skiing in squaw valley i was riding up a chair lift and right when the chair was above a sheer cliff of rocks the chair lift stopped and all the chairs sagged and everything seemed to creak loudly,"[0, 1, 0, 0, 0, 0, 0]",fear,205,39
i received a poor grade on a midterm even though i got all the right answers and knew the material i went to the ta to try to raise my grade and he would not do it,"[0, 0, 1, 0, 0, 0, 0]",anger,164,36
my girlfriend wanted to breakup for an indefinite amt of time she said that she could not commit herself fully to the relationship without going out with other people i was her first boyfriend,"[0, 0, 0, 1, 0, 0, 0]",sadness,195,33
i read in the newspaper about a NUM yr old woman who was found naked and dead along a roadside it turned out she had had two relatives NUM and NUM who were kidnapped raped and killed earlier,"[0, 0, 0, 0, 1, 0, 0]",disgust,191,38
i went to bed with a girl and the next day she thought it was the start of something serious and i just thought it was fun and i told her i was not interested in starting a serious relationship,"[0, 0, 0, 0, 0, 1, 0]",shame,193,39
i dreamed that this girl and i were cuddling in bed when my girlfriend walked in i really love my girlfriend so i felt guilty and sad i know that this is a wierd example but the dream and the feeling was clear to me as if it had really happened,"[0, 0, 0, 0, 0, 0, 1]",guilt,247,51
being involved in a car accident and having my thumb caught in the glove compartment my sister and i had a fear of finally telling my parents since my sister was the driver,"[0, 1, 0, 0, 0, 0, 0]",fear,175,33
a co worker and i had to rush a project i was only working there for one month and he for some years instead of letting me know that he wanted to do the project himself he went to the superviser and let the superviser tell me to let the co worker do it himself since he was quicker at it,"[0, 0, 1, 0, 0, 0, 0]",anger,291,59
losing a pet chick our family had just put the chick outside a few days before and then one morning it was gone,"[0, 0, 0, 1, 0, 0, 0]",sadness,113,23
having told a certain lie,"[0, 0, 0, 0, 0, 0, 1]",guilt,26,5
i experienced joy at a friend NUM birthday party we had good food good liquid good company good music and an overall warm atmosphere the birthday girl and i communicate incredibly well i felt very content warm and inspired just talking with her giving her a neck massage,"[1, 0, 0, 0, 0, 0, 0]",joy,282,48
two summers ago my best friend and i drove into unknown mountains at midnight to pick up my broken car we told one another horrifically scary ghost murder stories and succeeded in scaring eachother pretty well even though somewhere in our heads we knew the fears were unjustified,"[0, 1, 0, 0, 0, 0, 0]",fear,283,48
i had just seen my pseudo girlfriend and our conversation angered me greatly,"[0, 0, 1, 0, 0, 0, 0]",anger,77,12
my grandfather died thirteen years ago,"[0, 0, 0, 1, 0, 0, 0]",sadness,39,6
when one individual takes advantage of and or injures another relatively defenseless individual consciously i feel disgust mingled with anger a person on my dorm floor verbally assaulted another person for having a certain religious belief,"[0, 0, 0, 0, 1, 0, 0]",disgust,243,35
i borrowed NUM NUM from a friend and paid him back much later than i had originally intended,"[0, 0, 0, 0, 0, 1, 0]",shame,93,18
i angered a close friend and he was injured,"[0, 0, 0, 0, 0, 0, 1]",guilt,44,9
my parents and brother came up over the weekend we are a very close family this was my first year away from home they brought one jacko lantern with a new design that is the old joke that we have a great new design it is always the same,"[1, 0, 0, 0, 0, 0, 0]",joy,242,48
i was to meet one of my friends girl at the library at NUM NUM already dark she would be walking alone she was NUM minutes late but i kept waiting calling her room and other places she could have been,"[0, 1, 0, 0, 0, 0, 0]",fear,202,40
while studying chemistry with a friend we became angry with eachother because we were both fed up,"[0, 0, 1, 0, 0, 0, 0]",anger,98,17
i received a letter from my grandmother she has obviusly suffered a lot from my grandfather suffering health she mentioned things she had gotten him and he would never use,"[0, 0, 0, 1, 0, 0, 0]",sadness,176,30
one of my good friends told people something i had told her in confidence about someone else,"[0, 0, 0, 0, 1, 0, 0]",disgust,93,17
i wanted my boyfriend to stay when he did not he stayed but when he left i felt ashamed because i should have let him leave when he wanted i was too selfish,"[0, 0, 0, 0, 0, 1, 0]",shame,158,32
at a party i started talking to a guy i had seen in one of my classes my boyfriend felt awkward and left to talk to a friend but kept on looking at me as i talked,"[0, 0, 0, 0, 0, 0, 1]",guilt,165,37
football was a very big deal at my high school so i was joyous when my school team won the conference championship last year,"[1, 0, 0, 0, 0, 0, 0]",joy,128,24
i was driving on to a busy freeway during rush hour and it was slightly raining a diesel truck was coming very close behind me and i was close behind a pick up i changed lanes and barely hit the truck and ran a honda of the road i was scared to death to go back and see if i caused him to crash,"[0, 1, 0, 0, 0, 0, 0]",fear,298,63
i was really pissed when the russians boycotted the ' NUM olympics i had anger towards them and jimmy crter i was very anxious to see it,"[0, 0, 1, 0, 0, 0, 0]",anger,137,26
it made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house,"[0, 0, 0, 1, 0, 0, 0]",sadness,120,23
i vividly remember having feelings of disgust toward some of my jr high classmates who did not work at all on their schoolwork and who would coplain and take my tax money when i was older and more successful than they were at the time i pictured some adults like this that i knew in the complaining situation,"[0, 0, 0, 0, 1, 0, 0]",disgust,310,57
i could have died when i was caught cheating on a test in high school that was my first and last time,"[0, 0, 0, 0, 0, 1, 0]",shame,103,22
when i did not study for tests in high school in particular remember a physics test i did not study because my friends talked me out of it and we did something else boring i felt so helpless just being there then guilt set in because i was very close to getting an a in the class,"[0, 0, 0, 0, 0, 0, 1]",guilt,284,56
i took a math midterm and i knew i did really well and it was friday so i felt great joy because the week was over and i did well on a test,"[1, 0, 0, 0, 0, 0, 0]",joy,140,33
when first came to cal i went to a rally on sproul and i later learned that the rally was conducted by the moonie cult they were taking pictures at the rally so i was afraid that they would circulate the pictures and then kidnap people i did not know how the cult worked i was scared,"[0, 1, 0, 0, 0, 0, 0]",fear,289,57
when i was faced with writing an essay and i did not want to do it i was angry that i had to write an essay and angry at myself for not having the time to write a good essay,"[0, 0, 1, 0, 0, 0, 0]",anger,173,39
i ran a race for the cal track team and i did terribly and then the coach said that i should sit out for the season i felt really sad because i was not going to be able to run it was something i always had done and now i could not do it anymore,"[0, 0, 0, 1, 0, 0, 0]",sadness,245,53
when i saw a girl in my economics discussion section smiling and asking stupid questions to the ta just to get attention she was obviously ass kissing it happens in every econ discussion held weekly,"[0, 0, 0, 0, 1, 0, 0]",disgust,203,34
i was supposed to go out with my girlfriend one saturday night but i got really drunk with some friends earlier that afternoon and evening so i totally forgot about going out with my girlfriend she showed up the next day and that was when i remembered,"[0, 0, 0, 0, 0, 1, 0]",shame,257,47
i went to go get a bike innertube fixed i fixed it and i was supposed to pay previously but i did not i said i would after i fixed the tire after fixing the tire the salesperson who helped me was gone so i walked out of the store without paying i felt guilty so i went inside and paid for the tire,"[0, 0, 0, 0, 0, 0, 1]",guilt,302,63
i had met someone and we became good friends our relationship grew closer and now he is my boyfriend i felt joy when i found out how he felt about me,"[1, 0, 0, 0, 0, 0, 0]",joy,152,31
i feared that my dog eye was infected too much he had played around in the weeds and a foxtail had gotten under his eyelid i took him to the vet and i feared that he may go blind because of the foxtail,"[0, 1, 0, 0, 0, 0, 0]",fear,206,43
one of my friends kept criticizing me about everything i did i thought she was kidding but later i found out that she was serious,"[0, 0, 1, 0, 0, 0, 0]",anger,132,25
one of my relatives became seriously ill i felt sad because i did not know if she will ever be the same again,"[0, 0, 0, 1, 0, 0, 0]",sadness,110,22
i felt disgusted when i found out that someone had betrayed me that person had been dishonest with me and i felt used,"[0, 0, 0, 0, 1, 0, 0]",disgust,119,23
after taking a difficult midterm for one of my classes i felt shame for not studying as much as i should have i was ashamed of the results of the midterm,"[0, 0, 0, 0, 0, 1, 0]",shame,156,31
a close friend of mine was leaving for graduate school out of state i had arranged to gather some people together the day before he left to be with him and have a good time but i did not pay as much attention to him as i should have,"[0, 0, 0, 0, 0, 0, 1]",guilt,234,48
i spoke with a friend on the phone who i have not seen in many years it was a joyful event to talk to him,"[1, 0, 0, 0, 0, 0, 0]",joy,106,24
i was on this amusement park ride at marriots great america it went way up in the air and then around and around heights are not my favorite spots in life,"[0, 1, 0, 0, 0, 0, 0]",fear,157,31
i typed up a letter for this physician at work she did not care for my style even though she was not using correct english i told her it was her letter and we would do it her way,"[0, 0, 1, 0, 0, 0, 0]",anger,181,38
recently my sister in law horse was poisoned by a plant and died the horse was very obedient and exceptional with children,"[0, 0, 0, 1, 0, 0, 0]",sadness,127,20
i was disgusted at the behavior of these boys i work with in the scouting program they showed a lack of interest unrest and at times just plain rude behavior,"[0, 0, 0, 0, 1, 0, 0]",disgust,161,30
i had a test in the class and i had not adequately prepared myself i did not fare so well on the exam and i felt bad about it,"[0, 0, 0, 0, 0, 1, 0]",shame,126,28
i was supposed to have done some things for my mother but just plain did not get around to it,"[0, 0, 0, 0, 0, 0, 1]",guilt,94,19
my old boyfriend yes the same one asked me out we had a good time then he asked me out the following week he actually took interest,"[1, 0, 0, 0, 0, 0, 0]",joy,139,29
i was physically assaulted and sexually abused about a year ago just the feeling that i might not get away intact or even alive produced fear,"[0, 1, 0, 0, 0, 0, 0]",fear,145,26
my boyfriend breaking up with me about NUM months after i had an abortion just the fact that he was ignoring me and continued to do so,"[0, 0, 1, 0, 0, 0, 0]",anger,134,27
my nephew mother just left one day my brother and she were not married my nephew anthony was shaken i was sad for him because a similar situation happened to me,"[0, 0, 0, 1, 0, 0, 0]",sadness,169,31
my friends and i were sitting at a restaurant we were talking and a few of them said awful things about women i became disgusted by their narrow mindedness,"[0, 0, 0, 0, 1, 0, 0]",disgust,158,28
i tried after months to begin talking to my boyfriend again he ignored me i felt i had lowered my pride and became his doormat,"[0, 0, 0, 0, 0, 1, 0]",shame,133,25
i had found out that i was pregnant i talked it over with my boyfriend and he was unsupportive yet encouraged an abortion i did,"[0, 0, 0, 0, 0, 0, 1]",guilt,133,27
when i got accepted to cal,"[1, 0, 0, 0, 0, 0, 0]",joy,27,6
my apartment has had three robberies in the last month the guy upstairs just got robbed making it the fourth,"[0, 1, 0, 0, 0, 0, 0]",fear,110,20
when my roommate boyfriend assaulted me he was threatening me calling me names and pushing me around,"[0, 0, 1, 0, 0, 0, 0]",anger,105,17
i was going to go on a vacation to texas this summer but was unable to go because of registration,"[0, 0, 0, 1, 0, 0, 0]",sadness,98,20
i did not do very well on a midterm and i am disgusted with myself because i was prepared and thought i did well,"[0, 0, 0, 0, 1, 0, 0]",disgust,111,22
when i dated my friend boyfriend after they had broken up,"[0, 0, 0, 0, 0, 1, 0]",shame,60,11
a friend was going to come stay the weekend with me but something came up and i cancelled out on him,"[0, 0, 0, 0, 0, 0, 1]",guilt,102,21
after being depressed because of a very bad relationship my first love called me and told me that he would always care for me no matter what i did,"[1, 0, 0, 0, 0, 0, 0]",joy,148,29
when my exboyfriend threw me around the dorms because i was talking on the phone to another guy of whom he was jealous after we had an argument in which i thought we broke up,"[0, 1, 0, 0, 0, 0, 0]",fear,176,35
when someone tried to rape one of my best friends and he claimed it was her fault he the hassled her claimed she was loose and threatened to sue her,"[0, 0, 1, 0, 0, 0, 0]",anger,152,30
my mother kicked my surrogate father out and he in turn did not care for the dog afthur he bought for the family his lack of concern lead though arthur death on the freeway i loved arthur like a brother he was easy to talk to,"[0, 0, 0, 1, 0, 0, 0]",sadness,230,46
i thought that the guy i had been associating with for over a year went out NUM or NUM times with a high school girl whom he claimed not to like,"[0, 0, 0, 0, 1, 0, 0]",disgust,141,31
the fact that i was pregnant i was always considered level headed and did not have sex until NUM and out of high school,"[0, 0, 0, 0, 0, 1, 0]",shame,120,24
i was pregnant and thought that by not having the baby i would hurt the father like he did me regardless of the life we had created,"[0, 0, 0, 0, 0, 0, 1]",guilt,132,27
i spent a lovely relaxing evening with my boyfriend we played games and talked all evening,"[1, 0, 0, 0, 0, 0, 0]",joy,92,16
when i walked to church with my roommate a bum told us to call the police and he started following us,"[0, 1, 0, 0, 0, 0, 0]",fear,103,21
